<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
AAPL.US,5,20201203,202000,122.93,122.95,122.83,122.855,344377,0
AAPL.US,5,20201203,202500,122.85,122.89,122.73,122.855,391631,0
AAPL.US,5,20201203,203000,122.855,123.01,122.81,122.989,448276,0
AAPL.US,5,20201203,203500,122.985,123.03,122.935,122.99,332829,0
AAPL.US,5,20201203,204000,122.99,123.005,122.9,122.985,351829,0
AAPL.US,5,20201203,204500,122.98,122.99,122.87,122.89,363912,0
AAPL.US,5,20201203,205000,122.895,122.99,122.88,122.99,358715,0
AAPL.US,5,20201203,205500,122.985,123.1,122.91,123.025,759379,0
AAPL.US,5,20201203,210000,123.039,123.05,122.945,123.025,540252,0
AAPL.US,5,20201203,210500,123.03,123.06,122.96,123.003,417160,0
AAPL.US,5,20201203,211000,123,123.22,122.99,123.19,828920,0
AAPL.US,5,20201203,211500,123.196,123.205,123.14,123.14,562895,0
AAPL.US,5,20201203,212000,123.145,123.28,123.13,123.25,809405,0
AAPL.US,5,20201203,212500,123.26,123.33,123.19,123.222,683681,0
AAPL.US,5,20201203,213000,123.23,123.33,123.19,123.22,851429,0
AAPL.US,5,20201203,213500,123.24,123.28,123.07,123.08,1129959,0
AAPL.US,5,20201203,214000,123.085,123.085,122.53,122.84,1644957,0
AAPL.US,5,20201203,214500,122.835,123.05,122.714,123.03,1056345,0
AAPL.US,5,20201203,215000,123.03,123.05,122.55,122.65,1506791,0
AAPL.US,5,20201203,215500,122.66,123.05,122.59,122.94,7870747,0
AAPL.US,5,20201204,153000,122.6,122.861,121.83,121.87,2416145,0
AAPL.US,5,20201204,153500,121.86,122.25,121.54,122.184,2424706,0
AAPL.US,5,20201204,154000,122.185,122.387,122.04,122.275,1037452,0
AAPL.US,5,20201204,154500,122.275,122.43,121.99,122.075,1397380,0
AAPL.US,5,20201204,155000,122.075,122.15,121.69,121.75,1663787,0
AAPL.US,5,20201204,155500,121.75,122.07,121.72,122.07,1316444,0
AAPL.US,5,20201204,160000,122.06,122.11,121.87,121.923,854028,0
AAPL.US,5,20201204,160500,121.925,122.15,121.91,122.01,1230507,0
AAPL.US,5,20201204,161000,122.006,122.05,121.91,121.96,750186,0
AAPL.US,5,20201204,161500,121.965,122.02,121.77,121.851,764829,0
AAPL.US,5,20201204,162000,121.857,121.879,121.71,121.77,799842,0
AAPL.US,5,20201204,162500,121.78,121.79,121.52,121.53,980569,0
AAPL.US,5,20201204,163000,121.536,121.78,121.535,121.74,915074,0
AAPL.US,5,20201204,163500,121.745,121.825,121.57,121.575,907739,0
AAPL.US,5,20201204,164000,121.58,122.01,121.577,122,976479,0
AAPL.US,5,20201204,164500,121.99,122.18,121.93,122.1,866568,0
AAPL.US,5,20201204,165000,122.091,122.13,121.84,121.89,792207,0
AAPL.US,5,20201204,165500,121.9,121.925,121.68,121.79,700913,0
AAPL.US,5,20201204,170000,121.788,121.9,121.67,121.674,710583,0
AAPL.US,5,20201204,170500,121.675,121.81,121.62,121.809,818954,0
AAPL.US,5,20201204,171000,121.8,122,121.71,121.891,604586,0
AAPL.US,5,20201204,171500,121.896,122,121.84,121.965,531377,0
AAPL.US,5,20201204,172000,121.96,122.27,121.92,122.18,811037,0
AAPL.US,5,20201204,172500,122.18,122.29,122.13,122.272,601551,0
AAPL.US,5,20201204,173000,122.28,122.49,122.251,122.49,758115,0
AAPL.US,5,20201204,173500,122.485,122.62,122.44,122.58,999785,0
AAPL.US,5,20201204,174000,122.57,122.665,122.4,122.47,646970,0
AAPL.US,5,20201204,174500,122.47,122.52,122.35,122.401,588824,0
AAPL.US,5,20201204,175000,122.4,122.6,122.38,122.486,514382,0
AAPL.US,5,20201204,175500,122.48,122.53,122.32,122.373,469088,0
AAPL.US,5,20201204,180000,122.38,122.4,122.11,122.146,722052,0
AAPL.US,5,20201204,180500,122.149,122.3,122.045,122.29,774559,0
AAPL.US,5,20201204,181000,122.284,122.285,122.11,122.226,563928,0
AAPL.US,5,20201204,181500,122.22,122.22,122.05,122.085,416730,0
AAPL.US,5,20201204,182000,122.085,122.25,122.07,122.071,519547,0
AAPL.US,5,20201204,182500,122.075,122.09,121.825,121.885,800454,0
AAPL.US,5,20201204,183000,121.882,122.094,121.861,122.043,507455,0
AAPL.US,5,20201204,183500,122.05,122.13,122,122.06,402161,0
AAPL.US,5,20201204,184000,122.069,122.16,122.025,122.095,342766,0
AAPL.US,5,20201204,184500,122.095,122.095,121.951,121.955,463417,0
AAPL.US,5,20201204,185000,121.96,122.12,121.93,122.09,416917,0
AAPL.US,5,20201204,185500,122.09,122.18,122.05,122.16,369317,0
AAPL.US,5,20201204,190000,122.153,122.21,122.085,122.094,308754,0
AAPL.US,5,20201204,190500,122.1,122.15,122.04,122.075,305272,0
AAPL.US,5,20201204,191000,122.07,122.09,121.94,122,448858,0
AAPL.US,5,20201204,191500,122.01,122.03,121.92,121.925,372637,0
AAPL.US,5,20201204,192000,121.93,122.02,121.924,121.96,341616,0
AAPL.US,5,20201204,192500,121.96,121.985,121.89,121.96,418744,0
AAPL.US,5,20201204,193000,121.953,122.03,121.92,121.939,369053,0
AAPL.US,5,20201204,193500,121.935,122.075,121.935,121.985,400196,0
AAPL.US,5,20201204,194000,121.985,122,121.902,121.93,357908,0
AAPL.US,5,20201204,194500,121.93,121.98,121.86,121.95,325809,0
AAPL.US,5,20201204,195000,121.945,121.96,121.86,121.885,288118,0
AAPL.US,5,20201204,195500,121.885,121.9,121.81,121.835,379457,0
AAPL.US,5,20201204,200000,121.835,121.87,121.729,121.765,631603,0
AAPL.US,5,20201204,200500,121.765,121.895,121.75,121.89,389888,0
AAPL.US,5,20201204,201000,121.89,121.91,121.755,121.77,425312,0
AAPL.US,5,20201204,201500,121.779,121.95,121.773,121.875,445972,0
AAPL.US,5,20201204,202000,121.87,121.94,121.79,121.79,524674,0
AAPL.US,5,20201204,202500,121.79,121.819,121.67,121.72,473878,0
AAPL.US,5,20201204,203000,121.725,121.819,121.69,121.815,421341,0
AAPL.US,5,20201204,203500,121.815,121.92,121.78,121.905,391024,0
AAPL.US,5,20201204,204000,121.9,122.03,121.885,122.02,532990,0
AAPL.US,5,20201204,204500,122.018,122.035,121.91,122.029,446424,0
AAPL.US,5,20201204,205000,122.021,122.16,121.99,122.145,543299,0
AAPL.US,5,20201204,205500,122.15,122.18,122.03,122.075,592648,0
AAPL.US,5,20201204,210000,122.08,122.2,122.04,122.07,481414,0
AAPL.US,5,20201204,210500,122.07,122.2,122.07,122.17,359858,0
AAPL.US,5,20201204,211000,122.17,122.21,122.02,122.105,752435,0
AAPL.US,5,20201204,211500,122.11,122.12,121.95,122.035,660139,0
AAPL.US,5,20201204,212000,122.035,122.1,121.99,122.035,522982,0
AAPL.US,5,20201204,212500,122.035,122.075,121.96,122.015,617971,0
AAPL.US,5,20201204,213000,122.01,122.11,122,122.032,820683,0
AAPL.US,5,20201204,213500,122.035,122.035,121.9,121.96,670605,0
AAPL.US,5,20201204,214000,121.96,122.15,121.88,122.015,1006254,0
AAPL.US,5,20201204,214500,122.01,122.08,121.97,122.03,956046,0
AAPL.US,5,20201204,215000,122.026,122.13,121.98,122.12,1312050,0
AAPL.US,5,20201204,215500,122.12,122.3,122.06,122.25,7574832,0
AAPL.US,5,20201207,153000,122.31,123.105,122.25,123.085,3797407,0
AAPL.US,5,20201207,153500,123.085,123.56,123.08,123.381,2864826,0
AAPL.US,5,20201207,154000,123.39,123.85,123.2,123.785,1432687,0
AAPL.US,5,20201207,154500,123.78,124.2,123.73,123.98,2756397,0
AAPL.US,5,20201207,155000,123.98,124.31,123.85,124.27,1982535,0
AAPL.US,5,20201207,155500,124.274,124.53,124.24,124.44,2019092,0
AAPL.US,5,20201207,160000,124.44,124.57,124.06,124.256,2074048,0
AAPL.US,5,20201207,160500,124.255,124.45,124.14,124.2,1261194,0
AAPL.US,5,20201207,161000,124.21,124.267,123.89,124.24,1240178,0
AAPL.US,5,20201207,161500,124.25,124.335,123.845,123.895,1169726,0
AAPL.US,5,20201207,162000,123.89,124.01,123.697,123.88,1393214,0
AAPL.US,5,20201207,162500,123.884,124.04,123.79,123.84,832676,0
AAPL.US,5,20201207,163000,123.85,124.12,123.7,124.02,1023039,0
AAPL.US,5,20201207,163500,124.014,124.05,123.82,123.89,757403,0
AAPL.US,5,20201207,164000,123.89,124.02,123.775,123.96,732745,0
AAPL.US,5,20201207,164500,123.96,124.06,123.84,124.045,598834,0
AAPL.US,5,20201207,165000,124.047,124.24,123.995,124.03,860234,0
AAPL.US,5,20201207,165500,124.04,124.23,123.99,124.035,705691,0
AAPL.US,5,20201207,170000,124.03,124.03,123.73,123.88,1011965,0
AAPL.US,5,20201207,170500,123.89,124.15,123.86,124.145,809154,0
AAPL.US,5,20201207,171000,124.159,124.349,124.07,124.326,828546,0
AAPL.US,5,20201207,171500,124.325,124.35,124.18,124.27,582548,0
AAPL.US,5,20201207,172000,124.27,124.346,124.11,124.191,604917,0
AAPL.US,5,20201207,172500,124.19,124.219,123.96,124.14,638202,0
AAPL.US,5,20201207,173000,124.125,124.19,124.04,124.115,472551,0
AAPL.US,5,20201207,173500,124.12,124.23,124.08,124.15,457787,0
AAPL.US,5,20201207,174000,124.155,124.31,124.11,124.211,449319,0
AAPL.US,5,20201207,174500,124.22,124.36,124.205,124.255,425525,0
AAPL.US,5,20201207,175000,124.254,124.295,124.13,124.2,445016,0
AAPL.US,5,20201207,175500,124.2,124.23,123.995,124.09,731803,0
AAPL.US,5,20201207,180000,124.09,124.1,123.85,123.87,778481,0
AAPL.US,5,20201207,180500,123.87,123.95,123.79,123.9,651398,0
AAPL.US,5,20201207,181000,123.906,124,123.86,123.93,511176,0
AAPL.US,5,20201207,181500,123.935,124,123.83,123.97,550494,0
AAPL.US,5,20201207,182000,123.96,124.07,123.91,124.025,532826,0
AAPL.US,5,20201207,182500,124.025,124.205,124,124.169,627793,0
AAPL.US,5,20201207,183000,124.165,124.19,124.08,124.11,503115,0
AAPL.US,5,20201207,183500,124.115,124.26,124.105,124.2,575959,0
AAPL.US,5,20201207,184000,124.205,124.24,124.07,124.235,422327,0
AAPL.US,5,20201207,184500,124.22,124.27,124.15,124.19,407349,0
AAPL.US,5,20201207,185000,124.197,124.25,124.09,124.13,456155,0
AAPL.US,5,20201207,185500,124.125,124.16,124.07,124.075,366869,0
AAPL.US,5,20201207,190000,124.077,124.09,123.93,123.946,565130,0
AAPL.US,5,20201207,190500,123.95,123.985,123.85,123.973,596275,0
AAPL.US,5,20201207,191000,123.97,124.02,123.87,123.919,662235,0
AAPL.US,5,20201207,191500,123.92,123.94,123.81,123.87,525420,0
AAPL.US,5,20201207,192000,123.87,123.94,123.8,123.88,452631,0
AAPL.US,5,20201207,192500,123.87,123.95,123.85,123.87,397761,0
AAPL.US,5,20201207,193000,123.86,123.98,123.84,123.9,495840,0
AAPL.US,5,20201207,193500,123.899,123.9,123.46,123.67,1307750,0
AAPL.US,5,20201207,194000,123.661,123.729,123.41,123.544,691178,0
AAPL.US,5,20201207,194500,123.545,123.7,123.51,123.62,499645,0
AAPL.US,5,20201207,195000,123.62,123.77,123.59,123.764,448524,0
AAPL.US,5,20201207,195500,123.769,123.96,123.73,123.905,591746,0
AAPL.US,5,20201207,200000,123.91,123.92,123.79,123.805,474205,0
AAPL.US,5,20201207,200500,123.81,124.02,123.77,124,649598,0
AAPL.US,5,20201207,201000,124.005,124.057,123.91,123.925,422420,0
AAPL.US,5,20201207,201500,123.925,124.18,123.9,124.075,564571,0
AAPL.US,5,20201207,202000,124.07,124.21,124.02,124.18,655915,0
AAPL.US,5,20201207,202500,124.183,124.2,124.05,124.12,449522,0
AAPL.US,5,20201207,203000,124.126,124.2,124.08,124.17,384626,0
AAPL.US,5,20201207,203500,124.17,124.29,124.14,124.26,501132,0
AAPL.US,5,20201207,204000,124.265,124.265,124.11,124.185,483560,0
AAPL.US,5,20201207,204500,124.18,124.189,124.099,124.17,419164,0
AAPL.US,5,20201207,205000,124.175,124.2,123.98,123.98,519892,0
AAPL.US,5,20201207,205500,123.98,124.07,123.95,124.01,412067,0
AAPL.US,5,20201207,210000,124.029,124.05,123.86,123.9,527576,0
AAPL.US,5,20201207,210500,123.899,123.93,123.77,123.816,618573,0
AAPL.US,5,20201207,211000,123.815,123.87,123.595,123.64,733868,0
AAPL.US,5,20201207,211500,123.65,123.905,123.643,123.885,724159,0
AAPL.US,5,20201207,212000,123.886,123.94,123.83,123.917,498499,0
AAPL.US,5,20201207,212500,123.915,123.95,123.8,123.82,472245,0
AAPL.US,5,20201207,213000,123.825,123.9,123.78,123.88,482153,0
AAPL.US,5,20201207,213500,123.87,123.89,123.64,123.705,660785,0
AAPL.US,5,20201207,214000,123.7,123.72,123.41,123.52,1009258,0
AAPL.US,5,20201207,214500,123.51,123.61,123.3,123.4,1114008,0
AAPL.US,5,20201207,215000,123.38,123.63,123.36,123.615,830072,0
AAPL.US,5,20201207,215500,123.62,123.82,123.57,123.75,8069556,0
AAPL.US,5,20201208,153000,124.37,124.57,123.77,124.3,3523555,0
AAPL.US,5,20201208,153500,124.299,124.31,123.625,123.727,1975561,0
AAPL.US,5,20201208,154000,123.72,124.07,123.68,124.045,1075730,0
AAPL.US,5,20201208,154500,124.042,124.18,123.47,123.64,1714609,0
AAPL.US,5,20201208,155000,123.62,123.85,123.45,123.602,1256876,0
AAPL.US,5,20201208,155500,123.6,123.9,123.51,123.895,987097,0
AAPL.US,5,20201208,160000,123.89,123.9,123.54,123.686,1085458,0
AAPL.US,5,20201208,160500,123.69,124.01,123.64,123.986,1165767,0
AAPL.US,5,20201208,161000,123.99,124.22,123.94,124.129,1370054,0
AAPL.US,5,20201208,161500,124.12,124.126,123.614,123.65,1161564,0
AAPL.US,5,20201208,162000,123.65,123.652,123.231,123.28,1368476,0
AAPL.US,5,20201208,162500,123.27,123.56,123.24,123.326,1079791,0
AAPL.US,5,20201208,163000,123.34,123.46,123.26,123.399,769247,0
AAPL.US,5,20201208,163500,123.4,123.435,123.09,123.203,832085,0
AAPL.US,5,20201208,164000,123.2,123.33,123.19,123.23,672988,0
AAPL.US,5,20201208,164500,123.24,123.35,123.221,123.304,552972,0
AAPL.US,5,20201208,165000,123.31,123.43,123.22,123.396,579457,0
AAPL.US,5,20201208,165500,123.395,123.46,123.285,123.339,582719,0
AAPL.US,5,20201208,170000,123.335,123.37,123.17,123.262,543443,0
AAPL.US,5,20201208,170500,123.27,123.48,123.19,123.44,546144,0
AAPL.US,5,20201208,171000,123.44,123.51,123.35,123.395,645997,0
AAPL.US,5,20201208,171500,123.395,123.53,123.22,123.4,758782,0
AAPL.US,5,20201208,172000,123.41,123.471,123.3,123.311,411235,0
AAPL.US,5,20201208,172500,123.316,123.54,123.3,123.485,456284,0
AAPL.US,5,20201208,173000,123.49,123.68,123.445,123.61,706689,0
AAPL.US,5,20201208,173500,123.6,123.735,123.59,123.69,493841,0
AAPL.US,5,20201208,174000,123.695,123.71,123.556,123.65,406542,0
AAPL.US,5,20201208,174500,123.65,123.68,123.525,123.576,465829,0
AAPL.US,5,20201208,175000,123.575,123.78,123.571,123.65,571410,0
AAPL.US,5,20201208,175500,123.65,123.92,123.65,123.9,662049,0
AAPL.US,5,20201208,180000,123.9,124.1,123.855,124.07,853451,0
AAPL.US,5,20201208,180500,124.06,124.135,124.011,124.05,634025,0
AAPL.US,5,20201208,181000,124.06,124.15,123.98,124.04,491480,0
AAPL.US,5,20201208,181500,124.04,124.09,123.89,124.028,650743,0
AAPL.US,5,20201208,182000,124.025,124.07,123.94,124,346328,0
AAPL.US,5,20201208,182500,124.01,124.12,123.99,124.068,449828,0
AAPL.US,5,20201208,183000,124.06,124.17,124.035,124.143,385101,0
AAPL.US,5,20201208,183500,124.143,124.32,124.11,124.311,550202,0
AAPL.US,5,20201208,184000,124.311,124.311,124.18,124.22,463678,0
AAPL.US,5,20201208,184500,124.22,124.255,124.13,124.238,488119,0
AAPL.US,5,20201208,185000,124.24,124.405,124.195,124.371,747036,0
AAPL.US,5,20201208,185500,124.373,124.39,124.25,124.296,460893,0
AAPL.US,5,20201208,190000,124.295,124.43,124.23,124.43,535144,0
AAPL.US,5,20201208,190500,124.43,124.525,124.33,124.48,753789,0
AAPL.US,5,20201208,191000,124.485,124.79,124.48,124.765,1109215,0
AAPL.US,5,20201208,191500,124.76,124.83,124.7,124.76,256762,0
AAPL.US,5,20201208,194000,124.684,124.87,124.67,124.83,544472,0
AAPL.US,5,20201208,194500,124.84,124.844,124.73,124.8,512649,0
AAPL.US,5,20201208,195000,124.8,124.855,124.65,124.725,540622,0
AAPL.US,5,20201208,195500,124.72,124.77,124.58,124.76,595393,0
AAPL.US,5,20201208,200000,124.761,124.81,124.54,124.6,831416,0
AAPL.US,5,20201208,200500,124.6,124.665,124.45,124.495,765235,0
AAPL.US,5,20201208,201000,124.495,124.56,124.39,124.47,734233,0
AAPL.US,5,20201208,201500,124.47,124.59,124.47,124.515,436725,0
AAPL.US,5,20201208,202000,124.515,124.66,124.49,124.625,610697,0
AAPL.US,5,20201208,202500,124.624,124.85,124.6,124.78,796815,0
AAPL.US,5,20201208,203000,124.778,124.84,124.67,124.764,610498,0
AAPL.US,5,20201208,203500,124.76,124.82,124.69,124.73,473086,0
AAPL.US,5,20201208,204000,124.73,124.85,124.73,124.838,553829,0
AAPL.US,5,20201208,204500,124.835,124.84,124.71,124.76,507801,0
AAPL.US,5,20201208,205000,124.75,124.93,124.73,124.884,881080,0
AAPL.US,5,20201208,205500,124.88,124.96,124.88,124.95,720466,0
AAPL.US,5,20201208,210000,124.96,124.98,124.77,124.81,658315,0
AAPL.US,5,20201208,210500,124.805,124.86,124.78,124.84,457120,0
AAPL.US,5,20201208,211000,124.85,124.92,124.8,124.92,460211,0
AAPL.US,5,20201208,211500,124.92,124.95,124.72,124.75,642589,0
AAPL.US,5,20201208,212000,124.74,124.86,124.7,124.81,625567,0
AAPL.US,5,20201208,212500,124.814,124.92,124.75,124.83,586923,0
AAPL.US,5,20201208,213000,124.835,124.9,124.77,124.792,509660,0
AAPL.US,5,20201208,213500,124.79,124.83,124.71,124.73,618117,0
AAPL.US,5,20201208,214000,124.732,124.75,124.64,124.72,646704,0
AAPL.US,5,20201208,214500,124.72,124.82,124.61,124.625,719218,0
AAPL.US,5,20201208,215000,124.62,124.69,124.425,124.425,1352908,0
AAPL.US,5,20201208,215500,124.44,124.5,124.325,124.38,8095233,0
AAPL.US,5,20201209,153000,124.53,124.78,123.91,124.055,3627882,0
AAPL.US,5,20201209,153500,124.06,124.487,123.86,124.41,1833067,0
AAPL.US,5,20201209,154000,124.4,124.93,124.25,124.85,1574585,0
AAPL.US,5,20201209,154500,124.85,125.59,124.84,125.44,3985808,0
AAPL.US,5,20201209,155000,125.45,125.755,125.24,125.58,2186116,0
AAPL.US,5,20201209,155500,125.57,125.95,125.53,125.852,1716286,0
AAPL.US,5,20201209,160000,125.86,125.9,125.26,125.43,1841105,0
AAPL.US,5,20201209,160500,125.43,125.64,125.28,125.31,1124190,0
AAPL.US,5,20201209,161000,125.32,125.38,124.72,124.771,1483244,0
AAPL.US,5,20201209,161500,124.77,125.09,124.59,125.08,1630845,0
AAPL.US,5,20201209,162000,125.08,125.22,125,125.21,949581,0
AAPL.US,5,20201209,162500,125.22,125.33,125.06,125.08,870625,0
AAPL.US,5,20201209,163000,125.08,125.25,125,125.19,728261,0
AAPL.US,5,20201209,163500,125.19,125.21,124.8,124.87,895624,0
AAPL.US,5,20201209,164000,124.87,125.1,124.81,124.995,734403,0
AAPL.US,5,20201209,164500,124.99,125.19,124.87,125.18,717596,0
AAPL.US,5,20201209,165000,125.186,125.33,125.14,125.29,826616,0
AAPL.US,5,20201209,165500,125.29,125.4,125.28,125.37,274278,0
AAPL.US,5,20201209,170500,125.16,125.189,125.131,125.17,107353,0
AAPL.US,5,20201209,171000,125.17,125.34,125.05,125.08,707866,0
AAPL.US,5,20201209,171500,125.08,125.14,124.885,124.894,663836,0
AAPL.US,5,20201209,172000,124.895,125.125,124.87,125.12,664667,0
AAPL.US,5,20201209,172500,125.12,125.27,125.04,125.229,628179,0
AAPL.US,5,20201209,173000,125.23,125.29,125.05,125.08,524156,0
AAPL.US,5,20201209,173500,125.077,125.13,124.95,125.09,542451,0
AAPL.US,5,20201209,174000,125.08,125.106,124.99,125.013,329662,0
AAPL.US,5,20201209,174500,125.019,125.03,124.75,124.8,805056,0
AAPL.US,5,20201209,175000,124.8,124.85,124.67,124.84,638512,0
AAPL.US,5,20201209,175500,124.85,124.909,124.7,124.895,481993,0
AAPL.US,5,20201209,180000,124.891,124.92,124.71,124.73,540119,0
AAPL.US,5,20201209,180500,124.73,124.75,124.51,124.645,678890,0
AAPL.US,5,20201209,181000,124.64,124.71,124.53,124.588,510438,0
AAPL.US,5,20201209,181500,124.586,124.595,124.23,124.3,1001673,0
AAPL.US,5,20201209,182000,124.29,124.35,124.11,124.32,770861,0
AAPL.US,5,20201209,182500,124.33,124.44,124.32,124.375,538093,0
AAPL.US,5,20201209,183000,124.375,124.379,124.01,124.14,769477,0
AAPL.US,5,20201209,183500,124.135,124.15,123.64,123.672,1281198,0
AAPL.US,5,20201209,184000,123.68,123.82,123.55,123.57,745412,0
AAPL.US,5,20201209,184500,123.575,123.588,123.159,123.19,1207655,0
AAPL.US,5,20201209,185000,123.186,123.5,122.83,123.48,1859355,0
AAPL.US,5,20201209,185500,123.48,123.69,123.32,123.648,1068431,0
AAPL.US,5,20201209,190000,123.64,123.642,123.06,123.11,1002705,0
AAPL.US,5,20201209,190500,123.115,123.71,123.06,123.69,1139014,0
AAPL.US,5,20201209,191000,123.695,123.7,123.25,123.43,755951,0
AAPL.US,5,20201209,191500,123.43,123.68,123.31,123.38,808559,0
AAPL.US,5,20201209,192000,123.37,123.48,123.17,123.25,562302,0
AAPL.US,5,20201209,192500,123.231,123.25,122.63,122.79,1343978,0
AAPL.US,5,20201209,193000,122.79,122.79,122.06,122.17,1679663,0
AAPL.US,5,20201209,193500,122.17,122.46,121.89,122.12,1676624,0
AAPL.US,5,20201209,194000,122.12,122.25,121.61,122.17,1606666,0
AAPL.US,5,20201209,194500,122.17,122.51,122.1,122.37,1153710,0
AAPL.US,5,20201209,195000,122.36,122.4,122.07,122.105,606714,0
AAPL.US,5,20201209,195500,122.1,122.18,121.64,121.66,1186274,0
AAPL.US,5,20201209,200000,121.648,122.185,121.64,122.075,1123942,0
AAPL.US,5,20201209,200500,122.08,122.22,121.96,122.03,802316,0
AAPL.US,5,20201209,201000,122.03,122.06,121.78,121.955,855939,0
AAPL.US,5,20201209,201500,121.95,122.11,121.67,122.069,905370,0
AAPL.US,5,20201209,202000,122.065,122.08,121.905,122.03,708145,0
AAPL.US,5,20201209,202500,122.03,122.23,121.89,122.225,752555,0
AAPL.US,5,20201209,203000,122.21,122.25,121.82,121.945,1017338,0
AAPL.US,5,20201209,203500,121.94,122.08,121.82,121.85,645204,0
AAPL.US,5,20201209,204000,121.86,121.91,121,121.12,1516941,0
AAPL.US,5,20201209,204500,121.132,121.92,121.125,121.595,1127305,0
AAPL.US,5,20201209,205000,121.595,121.74,121.33,121.48,779491,0
AAPL.US,5,20201209,205500,121.48,121.69,121.47,121.63,640171,0
AAPL.US,5,20201209,210000,121.62,121.65,121.48,121.595,491611,0
AAPL.US,5,20201209,210500,121.595,121.96,121.58,121.905,1006117,0
AAPL.US,5,20201209,211000,121.91,122.01,121.5,121.622,1015209,0
AAPL.US,5,20201209,211500,121.62,121.74,121.57,121.703,829883,0
AAPL.US,5,20201209,212000,121.7,121.92,121.44,121.44,1149954,0
AAPL.US,5,20201209,212500,121.45,121.465,121.07,121.26,1388996,0
AAPL.US,5,20201209,213000,121.25,121.52,121.21,121.515,935725,0
AAPL.US,5,20201209,213500,121.52,121.76,121.336,121.705,1030854,0
AAPL.US,5,20201209,214000,121.71,122.19,121.68,122.11,1135438,0
AAPL.US,5,20201209,214500,122.11,122.21,121.66,121.671,1271951,0
AAPL.US,5,20201209,215000,121.68,121.98,121.46,121.79,1962206,0
AAPL.US,5,20201209,215500,121.77,122.12,121.59,121.68,14221676,0
AAPL.US,5,20201210,153000,120.5,121.89,120.18,121.22,2942745,0
AAPL.US,5,20201210,153500,121.24,121.655,120.84,121.625,1232968,0
AAPL.US,5,20201210,154000,121.62,121.76,121.27,121.42,1138286,0
AAPL.US,5,20201210,154500,121.43,121.94,121.29,121.91,1057928,0
AAPL.US,5,20201210,155000,121.95,122.28,121.9,122.06,1102389,0
AAPL.US,5,20201210,155500,122.06,122.48,122.025,122.445,854911,0
AAPL.US,5,20201210,160000,122.44,122.52,122.17,122.271,1013817,0
AAPL.US,5,20201210,160500,122.27,122.7,121.995,122.66,770403,0
AAPL.US,5,20201210,161000,122.66,122.96,122.61,122.815,1084225,0
AAPL.US,5,20201210,161500,122.82,122.98,122.608,122.939,1042492,0
AAPL.US,5,20201210,162000,122.94,123.18,122.835,122.865,1103574,0
AAPL.US,5,20201210,162500,122.86,123.12,122.78,122.981,891672,0
AAPL.US,5,20201210,163000,122.985,123.15,122.74,122.742,948002,0
AAPL.US,5,20201210,163500,122.74,123.5,122.735,123.42,1201629,0
AAPL.US,5,20201210,164000,123.415,123.54,123.27,123.425,953445,0
AAPL.US,5,20201210,164500,123.429,123.43,123.05,123.31,836257,0
AAPL.US,5,20201210,165000,123.3,123.57,123.3,123.406,684761,0
AAPL.US,5,20201210,165500,123.406,123.51,123.36,123.5,663489,0
AAPL.US,5,20201210,170000,123.5,123.57,123.28,123.52,746965,0
AAPL.US,5,20201210,170500,123.52,123.595,123.32,123.335,720849,0
AAPL.US,5,20201210,171000,123.33,123.48,123.15,123.43,894339,0
AAPL.US,5,20201210,171500,123.43,123.73,123.421,123.64,881452,0
AAPL.US,5,20201210,172000,123.648,123.77,123.54,123.715,710399,0
AAPL.US,5,20201210,172500,123.715,123.83,123.66,123.77,702869,0
AAPL.US,5,20201210,173000,123.77,123.87,123.645,123.7,659526,0
AAPL.US,5,20201210,173500,123.71,123.74,123.48,123.49,623953,0
AAPL.US,5,20201210,174000,123.49,123.582,123.36,123.545,723319,0
AAPL.US,5,20201210,174500,123.546,123.63,123.46,123.555,561961,0
AAPL.US,5,20201210,175000,123.55,123.589,123.36,123.42,644443,0
AAPL.US,5,20201210,175500,123.424,123.43,123.12,123.3,706606,0
AAPL.US,5,20201210,180000,123.29,123.56,123.2,123.49,703410,0
AAPL.US,5,20201210,180500,123.485,123.55,123.43,123.49,674298,0
AAPL.US,5,20201210,181000,123.49,123.58,123.33,123.35,529531,0
AAPL.US,5,20201210,181500,123.35,123.49,122.97,123.07,772937,0
AAPL.US,5,20201210,182000,123.08,123.17,122.86,123.11,713879,0
AAPL.US,5,20201210,182500,123.11,123.28,123.11,123.28,584813,0
AAPL.US,5,20201210,183000,123.271,123.425,123.17,123.21,555228,0
AAPL.US,5,20201210,183500,123.21,123.32,123.08,123.091,458049,0
AAPL.US,5,20201210,184000,123.09,123.204,123.051,123.125,329220,0
AAPL.US,5,20201210,184500,123.12,123.27,122.84,122.916,573467,0
AAPL.US,5,20201210,185000,122.9,122.94,122.74,122.8,539791,0
AAPL.US,5,20201210,185500,122.808,122.9,122.71,122.79,547916,0
AAPL.US,5,20201210,190000,122.793,123.1,122.745,123.06,459449,0
AAPL.US,5,20201210,190500,123.066,123.338,123.05,123.32,442971,0
AAPL.US,5,20201210,191000,123.32,123.37,123.21,123.3,476038,0
AAPL.US,5,20201210,191500,123.31,123.44,123.28,123.4,451708,0
AAPL.US,5,20201210,192000,123.4,123.44,123.231,123.265,385959,0
